-3.99987E+2	-1.13008E-6
-3.89992E+2	-1.14016E-6
-3.79997E+2	-1.18953E-6
-3.70002E+2	-1.15220E-6
-3.60007E+2	-1.09003E-6
-3.50011E+2	-1.07609E-6
-3.40016E+2	-1.09259E-6
-3.30021E+2	-1.07482E-6
-3.20026E+2	-1.12573E-6
-3.10031E+2	-1.08571E-6
-3.00035E+2	-1.12218E-6
-2.90040E+2	-1.13365E-6
-2.80045E+2	-1.07305E-6
-2.70050E+2	-1.10186E-6
-2.60055E+2	-9.86996E-7
-2.50059E+2	-9.82001E-7
-2.40064E+2	-9.92016E-7
-2.30069E+2	-9.52830E-7
-2.20074E+2	-9.57120E-7
-2.10079E+2	-8.41493E-7
-2.00083E+2	-9.31036E-7
-1.90088E+2	-8.54560E-7
-1.80093E+2	-9.42646E-7
-1.70098E+2	-9.21753E-7
-1.60103E+2	-8.76399E-7
-1.50107E+2	-8.82177E-7
-1.40112E+2	-8.45985E-7
-1.30117E+2	-9.00511E-7
-1.20122E+2	-8.91747E-7
-1.10127E+2	-8.91134E-7
-1.00131E+2	-8.07455E-7
-9.01362E+1	-8.10003E-7
-8.01410E+1	-8.62888E-7
-7.01458E+1	-8.00717E-7
-6.01506E+1	-8.52059E-7
-5.01554E+1	-8.49226E-7
-4.01602E+1	-8.14365E-7
-3.01651E+1	-8.57973E-7
-2.01699E+1	-8.22725E-7
-1.01747E+1	-7.93526E-7
-1.79464E-1	-7.98368E-7
9.81573E+0	-8.14878E-7
1.98109E+1	-8.45715E-7
2.98061E+1	-8.12412E-7
3.98013E+1	-8.56422E-7
4.97965E+1	-8.23938E-7
5.97917E+1	-8.23677E-7
6.97869E+1	-8.17235E-7
7.97821E+1	-7.93991E-7
8.97773E+1	-8.16659E-7
9.97725E+1	-8.00729E-7
1.09768E+2	-7.90233E-7
1.19763E+2	-7.65233E-7
1.29758E+2	-7.90080E-7
1.39753E+2	-7.73921E-7
1.49748E+2	-8.34764E-7
1.59744E+2	-8.37533E-7
1.69739E+2	-8.84388E-7
1.79734E+2	-8.12437E-7
1.89729E+2	-8.23849E-7
1.99724E+2	-7.94651E-7
2.09720E+2	-8.03374E-7
2.19715E+2	-7.36675E-7
2.29710E+2	-7.15169E-7
2.39705E+2	-7.22592E-7
2.49700E+2	-7.33769E-7
2.59696E+2	-7.58088E-7
2.69691E+2	-7.32621E-7
2.79686E+2	-7.74296E-7
2.89681E+2	-7.26496E-7
2.99676E+2	-7.65705E-7
3.09672E+2	-7.02461E-7
3.19667E+2	-7.32623E-7
3.29662E+2	-7.12883E-7
3.39657E+2	-7.14501E-7
3.49652E+2	-6.73303E-7
3.59648E+2	-8.05587E-7
3.69643E+2	-7.71087E-7
3.79638E+2	-7.79492E-7
3.89633E+2	-8.06890E-7
3.99628E+2	-7.93255E-7
