-3.99987E+2	-8.44625E-10
-3.89992E+2	1.27921E-8
-3.79997E+2	1.79262E-8
-3.70002E+2	-2.09312E-9
-3.60007E+2	1.15488E-8
-3.50011E+2	-8.97330E-9
-3.40016E+2	3.36016E-8
-3.30021E+2	3.48064E-8
-3.20026E+2	1.33205E-8
-3.10031E+2	7.32268E-9
-3.00035E+2	1.09087E-8
-2.90040E+2	1.00752E-8
-2.80045E+2	8.27694E-10
-2.70050E+2	2.15630E-8
-2.60055E+2	2.93567E-8
-2.50059E+2	4.09402E-8
-2.40064E+2	7.44865E-9
-2.30069E+2	6.95025E-9
-2.20074E+2	1.86794E-9
-2.10079E+2	1.50257E-8
-2.00083E+2	2.83668E-8
-1.90088E+2	1.70012E-8
-1.80093E+2	2.38537E-8
-1.70098E+2	1.63890E-8
-1.60103E+2	-1.31516E-9
-1.50107E+2	1.18868E-9
-1.40112E+2	-2.60380E-9
-1.30117E+2	8.90803E-9
-1.20122E+2	-2.75577E-9
-1.10127E+2	2.16642E-8
-1.00131E+2	2.99138E-8
-9.01362E+1	1.36748E-8
-8.01410E+1	-1.35947E-9
-7.01458E+1	3.69444E-9
-6.01506E+1	8.39754E-9
-5.01554E+1	-7.64145E-9
-4.01602E+1	3.26554E-8
-3.01651E+1	1.85021E-8
-2.01699E+1	7.62607E-9
-1.01747E+1	1.40230E-8
-1.79464E-1	2.03794E-9
9.81573E+0	2.14230E-8
1.98109E+1	2.22511E-8
2.98061E+1	9.53269E-9
3.98013E+1	1.50840E-8
4.97965E+1	7.82360E-9
5.97917E+1	-2.66585E-9
6.97869E+1	1.58520E-8
7.97821E+1	2.77131E-8
8.97773E+1	2.48954E-8
9.97725E+1	8.00325E-10
1.09768E+2	1.71255E-8
1.19763E+2	5.12115E-9
1.29758E+2	1.50737E-8
1.39753E+2	2.47849E-8
1.49748E+2	-4.03621E-9
1.59744E+2	3.12819E-8
1.69739E+2	8.09152E-9
1.79734E+2	-6.67494E-9
1.89729E+2	1.51050E-8
1.99724E+2	1.82339E-8
2.09720E+2	3.20311E-9
2.19715E+2	-8.67679E-10
2.29710E+2	8.39587E-9
2.39705E+2	3.45105E-8
2.49700E+2	5.12229E-9
2.59696E+2	2.38144E-9
2.69691E+2	7.97191E-9
2.79686E+2	1.63666E-8
2.89681E+2	-1.94642E-9
2.99676E+2	2.75624E-8
3.09672E+2	-1.55176E-8
3.19667E+2	9.86536E-9
3.29662E+2	1.74204E-8
3.39657E+2	1.72041E-8
3.49652E+2	2.95160E-11
3.59648E+2	1.94481E-8
3.69643E+2	-7.20203E-9
3.79638E+2	1.04239E-8
3.89633E+2	5.28397E-9
3.99628E+2	9.37525E-9
