-9.99991E+2	-7.75174E-7
-9.95987E+2	-7.73633E-7
-9.91984E+2	-7.72602E-7
-9.87981E+2	-7.69367E-7
-9.83977E+2	-7.62270E-7
-9.79974E+2	-7.65747E-7
-9.75970E+2	-7.70541E-7
-9.71967E+2	-7.67433E-7
-9.67964E+2	-7.90947E-7
-9.63960E+2	-7.90244E-7
-9.59957E+2	-8.02598E-7
-9.55954E+2	-7.87451E-7
-9.51950E+2	-7.78128E-7
-9.47947E+2	-7.54801E-7
-9.43943E+2	-7.49910E-7
-9.39940E+2	-7.53640E-7
-9.35937E+2	-7.49916E-7
-9.31933E+2	-7.70145E-7
-9.27930E+2	-7.65661E-7
-9.23926E+2	-7.49472E-7
-9.19923E+2	-7.70043E-7
-9.15920E+2	-7.88794E-7
-9.11916E+2	-7.80709E-7
-9.07913E+2	-7.76012E-7
-9.03910E+2	-7.57906E-7
-8.99906E+2	-7.57783E-7
-8.95903E+2	-7.92328E-7
-8.91899E+2	-8.06530E-7
-8.87896E+2	-7.88438E-7
-8.83893E+2	-7.73107E-7
-8.79889E+2	-7.87446E-7
-8.75886E+2	-7.66047E-7
-8.71883E+2	-7.72555E-7
-8.67879E+2	-7.60083E-7
-8.63876E+2	-7.45948E-7
-8.59872E+2	-7.48428E-7
-8.55869E+2	-7.27373E-7
-8.51866E+2	-7.20548E-7
-8.47862E+2	-7.02296E-7
-8.43859E+2	-7.01047E-7
-8.39855E+2	-7.22020E-7
-8.35852E+2	-7.20873E-7
-8.31849E+2	-7.32977E-7
-8.27845E+2	-7.34274E-7
-8.23842E+2	-7.58868E-7
-8.19839E+2	-7.82535E-7
-8.15835E+2	-8.11694E-7
-8.11832E+2	-7.90780E-7
-8.07828E+2	-7.78229E-7
-8.03825E+2	-7.58058E-7
-7.99822E+2	-7.37938E-7
-7.95818E+2	-7.31435E-7
-7.91815E+2	-6.94208E-7
-7.87812E+2	-7.46241E-7
-7.83808E+2	-7.17587E-7
-7.79805E+2	-7.09398E-7
-7.75801E+2	-6.91493E-7
-7.71798E+2	-7.09089E-7
-7.67795E+2	-7.12461E-7
-7.63791E+2	-7.00081E-7
-7.59788E+2	-7.12062E-7
-7.55784E+2	-7.17776E-7
-7.51781E+2	-7.01507E-7
-7.47778E+2	-6.87858E-7
-7.43774E+2	-6.89215E-7
-7.39771E+2	-6.96741E-7
-7.35768E+2	-7.09713E-7
-7.31764E+2	-7.33524E-7
-7.27761E+2	-7.68126E-7
-7.23757E+2	-7.57754E-7
-7.19754E+2	-7.71282E-7
-7.15751E+2	-7.84883E-7
-7.11747E+2	-7.70911E-7
-7.07744E+2	-7.55941E-7
-7.03741E+2	-7.64833E-7
-6.99737E+2	-7.61485E-7
-6.95734E+2	-7.72600E-7
-6.91730E+2	-7.62188E-7
-6.87727E+2	-7.38513E-7
-6.83724E+2	-7.29146E-7
-6.79720E+2	-7.23423E-7
-6.75717E+2	-7.15669E-7
-6.71713E+2	-7.21397E-7
-6.67710E+2	-7.05416E-7
-6.63707E+2	-7.07341E-7
-6.59703E+2	-6.99653E-7
-6.55700E+2	-6.95852E-7
-6.51697E+2	-6.80409E-7
-6.47693E+2	-6.97110E-7
-6.43690E+2	-6.93690E-7
-6.39686E+2	-7.18743E-7
-6.35683E+2	-7.28198E-7
-6.31680E+2	-7.41770E-7
-6.27676E+2	-7.41963E-7
-6.23673E+2	-7.46563E-7
-6.19670E+2	-7.47169E-7
-6.15666E+2	-7.51035E-7
-6.11663E+2	-7.37102E-7
-6.07659E+2	-7.41869E-7
-6.03656E+2	-7.49716E-7
-5.99653E+2	-7.29780E-7
-5.95649E+2	-7.37641E-7
-5.91646E+2	-7.39863E-7
-5.87642E+2	-7.76394E-7
-5.83639E+2	-7.87139E-7
-5.79636E+2	-7.87795E-7
-5.75632E+2	-7.98667E-7
-5.71629E+2	-8.02429E-7
-5.67626E+2	-7.90388E-7
-5.63622E+2	-8.00690E-7
-5.59619E+2	-7.90113E-7
-5.55615E+2	-7.82489E-7
-5.51612E+2	-7.78346E-7
-5.47609E+2	-7.63417E-7
-5.43605E+2	-7.45537E-7
-5.39602E+2	-7.30779E-7
-5.35599E+2	-7.21371E-7
-5.31595E+2	-7.02172E-7
-5.27592E+2	-7.08774E-7
-5.23588E+2	-6.86928E-7
-5.19585E+2	-6.78205E-7
-5.15582E+2	-6.98530E-7
-5.11578E+2	-7.14249E-7
-5.07575E+2	-7.12183E-7
-5.03571E+2	-7.23115E-7
